"primary_key","name_International_Brands","company_International_Brands"
"DB00545","Kalymin forte","Temmler"
"DB00545","Kalymin N","Temmler"
"DB00545","Kalymin retard","Temmler"
"DB00545","Meshanon60","Hasan"
"DB00545","Mestinon retard","Meda"
"DB00545","Myestin","VHB"
"DB00545","Pyrimine","Sriprasit Dispensary"
"DB00546","Deracyn","Upjohn"
"DB00547","Esperson","sanofi-aventis"
"DB00547","Flubason","sanofi-aventis"
"DB00547","Topicort LP","sanofi-aventis"
"DB00547","Topisolon","sanofi-aventis"
"DB00548","Acne-Derm","Unia"
"DB00548","Acnean","Newai Chem"
"DB00548","Acnederm","Ego"
"DB00548","Acnesafe","Z-Jans Pharma"
"DB00548","Aknoren","Herbacos Recordati"
"DB00548","Ami","Everest"
"DB00548","Arbonid","Intermed"
"DB00548","Finevin","Berlex"
"DB00548","Skinoren","Bayer"
"DB00548","Zumilin","Farmedia"
"DB00550","Antiroid","Bu Kwang"
"DB00550","Propil","Pfizer"
"DB00550","Propilracil","Biolab"
"DB00550","Propycil","Admeda"
"DB00550","Proracyl","Genopharm"
"DB00550","Prothiucil","Phafag"
"DB00550","Prothuril","Uni-Pharma"
"DB00550","PTU","Alkaloid"
"DB00550","Thiuragyl","Tanabe Mitsubishi Pharma"
"DB00550","Thyrosan","Sun-Farm"
"DB00550","Tiotil","Nevada Pharma"
"DB00550","Tirostat","Metlen"
"DB00550","Uracil","Pharmasant"
"DB00553","Deltasoralen","Delta"
"DB00553","Meladinine","CLS Pharma"
"DB00553","Meloxine",NA
"DB00553","Ultra Mop",NA
"DB00554","Bruxicam",NA
"DB00554","Dolonex",NA
"DB00554","Erazon",NA
"DB00554","Geldène",NA
"DB00554","Improntal",NA
"DB00554","Roxam","Bosnalijek"
"DB00554","Roxiden",NA
"DB00554","Sasulen",NA
"DB00554","Solocalm",NA
"DB00554","Trast",NA
"DB00555","Convulsan","Actavis"
"DB00555","Crisomet","Juste"
"DB00555","Dafex","Phoenix"
"DB00555","Daksol","Pharmavita"
"DB00555","Danoptin","Pliva"
"DB00555","Dezepil","Rafarm"
"DB00555","Elmendos","GlaxoSmithKline"
"DB00555","Epilepax","Ivax"
"DB00555","Epimil","Ivax"
"DB00555","Epiral","Zentiva"
"DB00555","Epitec","Cipla Medpro"
"DB00555","Epitrigine","Actavis"
"DB00555","Labileno","GlaxoSmithKline"
"DB00555","Lambipol","GlaxoSmithKline"
"DB00555","Lamect","PharmaSwiss"
"DB00555","Lameptil","Sandoz"
"DB00555","Lameptil S","Sandoz"
"DB00555","Lametec","Vitalchem"
"DB00555","Lamez","Intas"
"DB00555","Lamictal CD","GlaxoSmithKline"
"DB00555","Lamictin","GlaxoSmithKline"
"DB00555","Lamotrix","Glenmark"
"DB00555","Larig","Rowex"
"DB00555","Medotrigin","Medochemie"
"DB00555","Mogine","Douglas"
"DB00555","Trimolep","Psicofarma"
"DB00555","Trogine","Ranbaxy"
"DB00555","Xebarin","Dr Reddys"
"DB00556","Optison",NA
"DB00557","Hyzine","Hyrex"
"DB00557","Masmoran","Pfizer"
"DB00557","Rezine",NA
"DB00557","Vistaject-50",NA
"DB00557","Vistazine",NA
"DB00561","Caropram","Khandelwal"
"DB00561","Dai Er Song","Bosen Bio Pharmaceutical"
"DB00561","Jia Su Lun","Nhwa"
"DB00561","Stimulex",NA
"DB00561","Ze Lun","Jiuxu Pharmaceutical"
"DB00562","Aquatag",NA
"DB00562","Dihydrex",NA
"DB00562","Diucen",NA
"DB00562","Edemax",NA
"DB00562","Exna",NA
"DB00562","Foven",NA
"DB00563","Abitrexate","Teva"
"DB00563","Alltrex","Naprod"
"DB00563","Artrait","TRB"
"DB00563","Atrexel","Schering-Plough"
"DB00563","Bendatrexat","Bendalis"
"DB00563","Carditrex","Cadila"
"DB00563","Dermotrex","East West"
"DB00563","Ebetrex","Ebewe"
"DB00563","Emtexate",NA
"DB00563","Ledertrexate","Biodim"
"DB00563","Maxtrex","Pfizer"
"DB00563","Meisusheng","Hospira"
"DB00563","Mexate","Cadila HC"
"DB00563","Rheumatrex","Wyeth KK"
"DB00563","Trexan","Atafarm"
"DB00563","Zexate","Dabur Pharma"
"DB00564","Actebral","Sanofi-Aventis"
"DB00564","Anleptic","Square"
"DB00564","Biston","Zentiva"
"DB00564","Carbamat","AstraZeneca"
"DB00564","Neurotop","Gerot"
"DB00564","TEGretol Chewtabs",NA
"DB00564","TEGretol-CR","Novartis"
"DB00564","TEGretol-XR","Novartis"
"DB00564","Teril","Taro"
"DB00564","Timonil","Desitin"
"DB00564","Versitol","Micro Synapse"
"DB00564","Versizur","Micro Labs"
"DB00565","Nimbex Forte","GlaxoSmithKline"
"DB00565","Nimbium","GlaxoSmithKline"
"DB00567","Alcephin","Alembic"
"DB00567","Alexin","Dabur"
"DB00567","Alsporin","Renata"
"DB00567","Cefadin","Life"
"DB00567","Cefalin","BioFemme"
"DB00567","Ceforal","Teva"
"DB00567","Cefovit","Vitamed"
"DB00567","Celexin","Atlantic"
"DB00567","Cephin","General Drugs House"
"DB00567","Ceporexin","Investi"
"DB00567","Felexin","Remedica"
"DB00567","Ibilex","Alphapharm"
"DB00567","Keforal","Saiph"
"DB00567","L-Keflex","Shionogi Seiyaku"
"DB00567","Larixin","Taisho Yakuhin"
"DB00567","Lonflex","Union"
"DB00567","Madlexin","Meiji"
"DB00567","Nufex","General Pharma"
"DB00567","Oriphex","Maydsm Trading"
"DB00567","Ospexin","Sandoz"
"DB00567","Palitrex","Galenika"
"DB00567","Pyassan","Sanofi"
"DB00567","Sanaxin","Sandoz"
"DB00567","Sencephalin","Takeda Pharmaceutical"
"DB00567","Sepexin","Hetero"
"DB00567","Servispor","Sandoz"
"DB00567","Sialexin","Siam Bheasach"
"DB00567","Sporicef","Ranbaxy"
"DB00567","Sporidex","Ranbaxy"
"DB00567","Syncl","Asahi Kasei Pharma"
"DB00567","Tepaxin","Takeda"
"DB00567","Uphalexin","CCM"
"DB00567","Voxxim","Roddensers"
"DB00567","Winlex","Winston"
"DB00568","Cinazyn","Italchimici"
"DB00568","Cinnageron","Streuli Pharma"
"DB00568","Folcodal","Ivax"
"DB00568","Sepan","Janssen-Cilag"
"DB00568","Stugeron","Janssen"
"DB00568","Stugeron Forte","Janssen"
"DB00568","Toliman","Scharper"
"DB00570","Blastivin","Pharmachemie"
"DB00570","Cytoblastin","Cipla"
"DB00570","Lemblastine",NA
"DB00570","Oncostin","Cipla"
"DB00570","Velban","ABL Antibióticos do Brasil"
"DB00570","Velbastin","Korea United Pharm"
"DB00570","Velbe","STADA"
"DB00570","Vinblasin","Teva"
"DB00570","Vinblastin","Gedeon Richter"
"DB00570","Vinko","Koçak"
"DB00570","Weibaoding","Hospira"
"DB00570","Xintoprost","Richmond"
"DB00571","Angilol",NA
"DB00571","Bedranol SR",NA
"DB00571","Cardinol",NA
"DB00571","Ciplar",NA
"DB00571","Deralin",NA
"DB00571","Dociton",NA
"DB00571","Duranol",NA
"DB00571","Indobloc",NA
"DB00571","INNOPRAN",NA
"DB00571","Prophylux",NA
"DB00571","Sumial",NA
"DB00572","Anespin","Oriental Chemical Works"
"DB00572","Antol","Ying Yuan"
"DB00572","AtroPen","Meridian"
"DB00572","Atropt","Sigma"
"DB00572","Atrospan","Fischer"
"DB00572","Bellapan","Farmapol"
"DB00572","Dysurgal","MaxMedic"
"DB00572","Kintropine","Synpac-Kingdom"
"DB00572","Tromine","The Central"
"DB00573","Feilin","Hengshan Pharmaceutical"
"DB00573","Fenopron","Typharm"
"DB00573","Fepron","Sheng Chung Tang"
"DB00573","Kimpron","Daewoong"
"DB00573","Nalgésic","Sciencex"
"DB00573","Nonsic","Hasan"
"DB00573","Noprofen","Panion & BF"
"DB00573","Trandor","Biolab"
"DB00574","Adifax",NA
"DB00574","Ponderax",NA
"DB00574","Pondimin",NA
"DB00575","Catapresan","Boehringer Ingelheim"
"DB00575","Catapressan","Boehringer Ingelheim"
"DB00575","Catarpres-TTS",NA
"DB00575","Dixarit","Boehringer Ingelheim"
"DB00575","Isoglaucon","Agepha"
"DB00575","Run Rui","Bausch & Lomb"
"DB00575","Velaril","Roemmers"
"DB00575","Winpress","Winston"
"DB00576","Lucosil","Recip"
"DB00576","Rufol","Urgo"
"DB00576","Thiosulfil",NA
"DB00576","Thiosulfil Forte",NA
"DB00577","Bagovir","Bago"
"DB00577","Cycloval","GMP"
"DB00577","Mitanga","Aversi"
"DB00577","Ovalac","Beximco"
"DB00577","Pervioral","Royal Pharma"
"DB00577","Revira","Square"
"DB00577","Vacyless","Yung Shin"
"DB00577","Vadiral","Gynopharm"
"DB00577","Valdacir","Actavis"
"DB00577","Valotix","Rowex"
"DB00577","Valvir","Soho"
"DB00577","Valztrex","Northia"
"DB00577","Viramixal","Panalab"
"DB00577","Viropel","Pelpharma"
"DB00577","Vociflon","Pharmathen"
"DB00577","Zelitrex","GlaxoSmithKline"
"DB00577","Zelivire","Ranbaxy"
"DB00578","Carbenicillin","Polfa Tarchomin"
"DB00578","Pyopen","GlaxoSmithKline"
"DB00579","Dimagrir","Gador"
"DB00579","Fagolip Plus","Cetus"
"DB00579","Mazanor","Kwang Dong"
"DB00579","Teronac","Novartis"
"DB00581","Bifiteral","Abbott"
"DB00581","Cephulac",NA
"DB00581","Cholac","Alra"
"DB00581","Chronulac",NA
"DB00581","Constilac","Alra"
"DB00581","Laevolac","Roche"
"DB00583","Albicar","Casasco"
"DB00583","Aveptol","Leovan Pharmaceuticals"
"DB00583","Biocarn","Medice"
"DB00583","Bitobionil","S.J.A."
"DB00583","Cardimax","Integrated"
"DB00583","Cardispan","Grossman"
"DB00583","Carniben","Bennett Pharmaceuticals"
"DB00583","Carnicor","Sigma Tau"
"DB00583","Lecarna","Bennett Pharmaceuticals"
"DB00584","Acetec","Alphapharm"
"DB00584","Acetensil","Grünenthal"
"DB00584","Alapren","Ranbaxy"
"DB00584","Amotac","Mass Pharma"
"DB00584","Amprace","Merck Sharp & Dohme"
"DB00584","Dilvas","Cipla"
"DB00584","Diotensil","Mintlab"
"DB00584","Drepatil","Fada"
"DB00584","Enace","Abbott"
"DB00584","EnaHexal","Sandoz"
"DB00584","Enal","East West"
"DB00584","Enalapoten","Del Bel"
"DB00584","Enpril","Wockhardt"
"DB00584","Feliberal","Silanes"
"DB00584","Gadopril","Gador (Argentina)"
"DB00584","Glioten","Bago"
"DB00584","Kinfil","Nova Argentia (Argentina)"
"DB00584","Vasotec IV","Sandoz (Canada)"
"DB00585","Acinon",NA
"DB00585","Tazac","Eli Lilly"
"DB00586","Aclonac",NA
"DB00586","Allvoran",NA
"DB00586","Ecofenac",NA
"DB00586","Effekton",NA
"DB00586","Nu-Diclo",NA
"DB00586","Primofenac",NA
"DB00586","Prophenatin",NA
"DB00586","Rhumalgan",NA
"DB00586","Voltarol",NA
"DB00588","Ezicas","Intas"
"DB00588","Flixonase","GlaxoSmithKline"
"DB00588","Flixotide","GlaxoSmithKline"
"DB00588","FLOVENTHFA",NA
"DB00588","Flunase","GlaxoSmithKline"
"DB00588","Nasofan","Teva"
"DB00588","Pirinase","GlaxoSmithKline"
"DB00588","Seretide","GlaxoSmithKline"
"DB00589","Arolac","Lisapharm"
"DB00589","Dipergon","Bayer"
"DB00589","Dopergin","Bayer"
"DB00589","Dopergine","Bayer Santé"
"DB00589","Proclacam",NA
"DB00589","Revanil",NA
"DB00590","Alfadil","Pfizer (Sweden)"
"DB00590","Cardenalin","Pfizer (Japan; discontinued)"
"DB00590","Cardular","Pfizer (Germany)"
"DB00590","Cardura-1","Pfizer (Canada)"
"DB00590","Cardura-2","Pfizer (Canada)"
"DB00590","Cardura-4","Pfizer (Canada)"
"DB00590","Carduran","Pfizer (Brazil, Denmark, Norway, Spain)"
"DB00590","Diblocin","AstraZeneca (Germany)"
"DB00590","Normothen","Bioindustria (Italy)"
"DB00590","Supressin","Pfizer (Austria)"
"DB00591","Biscosal","Onta Seiyaku"
"DB00591","Boniderma","Boniscontro"
"DB00591","Co-FIuosin","Sanchez-Covisa"
"DB00591","Coderma","Biotrading"
"DB00591","Cordes F","Ichthyol"
"DB00591","Coriphate",NA
"DB00591","Cortalar","Bergamon"
"DB00591","Cortiderma","Gazzini"
"DB00591","Cortiespec","Centrum"
"DB00591","Cortiphate","Tokyo Tanabe"
"DB00591","Cortiplastol",NA
"DB00591","Cortoderm","Lennon"
"DB00591","Derma-Smoothe/FS",NA
"DB00591","Dermaisom","Isom"
"DB00591","Dermalar","Teva"
"DB00591","Dermaplus","Ripari-Gero"
"DB00591","Dermil","Cifa"
"DB00591","Dermobeta","Amelix"
"DB00591","Dermobiomar","Dermologia Marina"
"DB00591","Dermofil","N.C.S.N."
"DB00591","Dermolin","Lafare"
"DB00591","Dermomagis","Magis"
"DB00591","Dermophyl","Rougier"
"DB00591","Dermotergol","Wolner"
"DB00591","Doricum","Farmila"
"DB00591","Esacinone","Lisapharma"
"DB00591","Esilon","S.I.T."
"DB00591","Eskaton","Pharma Farm. Spec"
"DB00591","Fellin","Gruenenthal"
"DB00591","Flucinar","Jelfa and Polfa"
"DB00591","Flucort","Syntex-Tanabe"
"DB00591","Fluocet","Galderma Laboratories"
"DB00591","Fluocinil","Coli"
"DB00591","Fluocinone","Panther-Osfa"
"DB00591","Fluocit","C.T."
"DB00591","Fluoderm","Unipharm"
"DB00591","Fluodermol","Medosan"
"DB00591","Fluogisol","Washington in Italy"
"DB00591","Fluolar","Riva"
"DB00591","Fluomix","Savoma"
"DB00591","Fluonid","Biolab and Herbert"
"DB00591","Fluonide Dermica","Janus"
"DB00591","Fluordima","Intersint"
"DB00591","Fluoskin","Dessy"
"DB00591","Fluotrex","Savage Labs"
"DB00591","Fluovean","Kowa"
"DB00591","Fluovitef","Italfarmaco"
"DB00591","Fluovitif",NA
"DB00591","Flupollon","Mayado Seiyaku, Kaigai and Ohta"
"DB00591","Fluzon","Taisho"
"DB00591","Futocan","Shinlon"
"DB00591","Gelargin","Leciva"
"DB00591","Gelidina","I.F.L."
"DB00591","Iluvien",NA
"DB00591","Intradermo","Pental"
"DB00591","Isnaderm","Isnardi"
"DB00591","Isoderma","Isola-Ibi"
"DB00591","Jellin","Grünenthal"
"DB00591","Locafluo","Recordati"
"DB00591","Localyn","Ricordati"
"DB00591","Mecloderm","ICI"
"DB00591","Monoderm","Pharbil"
"DB00591","Omniderm","Face"
"DB00591","Oxidermiol Fuerte","Mazuelos"
"DB00591","Percutina","Mitim"
"DB00591","Prodermin","Eufarma"
"DB00591","Radiocin","Radiopharma"
"DB00591","Roliderm","Neopharmed"
"DB00591","Sinalar",NA
"DB00591","Sterolone","Francia"
"DB00591","Straderm","I.T.A."
"DB00591","Synalar",NA
"DB00591","Synamol",NA
"DB00591","Synandone","I.C.I."
"DB00591","Synandrone",NA
"DB00591","Synemol","Syntex"
"DB00591","Synotic","Zoetis"
"DB00591","Synsac","MP Biomedicals, LLC"
"DB00591","Tefunote","Taiyo"
"DB00591","Topifluor","Tiber"
"DB00591","Ultraderm","Ecobi"
"DB00591","Ungovac","I.C.N."
"DB00592","Antepar",NA
"DB00592","Uvilon",NA
"DB00592","Vermidol",NA
"DB00592","Vermizine",NA
"DB00593","Emeside","Chemidex"
"DB00593","Ethymal","Apotex Europe"
"DB00593","Etoxin","Apsen"
"DB00593","Petimid","Osel"
"DB00593","Petinimid","Gerot"
"DB00593","Petnidan","Desitin"
"DB00593","Suxilep","Jenapharm"
"DB00593","Suxinutin","McNeil"
"DB00593","Zarondan","Pfizer"
"DB00594","Arumil","Sharp & Dohme"
"DB00594","Kaluril","Alphapharm"
"DB00594","Modamide","Merck"
"DB00594","Moduretic","Merck"
"DB00595","Adamycin","Teva"
"DB00595","Anglocycline","Anglopak"
"DB00595","Corsamycin","Corsa Industries"
"DB00595","Oxacin","Doctor's Chemical Works"
"DB00595","Oxypan","Adcock Ingram Pharmaceuticals"
"DB00595","Oxyterracyna","Chema"
"DB00595","Terrados","Pfizer"
"DB00595","Tetran","Wagner Pharmafax"
"DB00595","Tetrasona","Medifarma"
"DB00596","Halobetasol","Fougera"
"DB00596","Halovate","Glenmark"
"DB00596","Hobs","Aamorb"
"DB00598","Albetol","Leiras"
"DB00598","Latol","Standard"
"DB00598","Normadate","GlaxoSmithKline"
"DB00598","Normodyne","Schering"
"DB00599","Anestho","Incepta"
"DB00599","Bensulf","Fada"
"DB00599","Bitol Sodium","Brookes"
"DB00599","Ekipental","Tüm Ekip"
"DB00599","Farmotal","Marvecs Pharma Services"
"DB00599","Intraval Sodium","Abbott"
"DB00599","Pental Sodyum","I.E. Ulagay"
"DB00599","Pentazol","Swiss Parenterals"
"DB00599","Penthal","Oboi"
"DB00599","Penthotal Sodium","Abbott"
"DB00599","Pentotan","Choong Wae"
"DB00599","Pentotex","Rotexmedica"
"DB00599","Pentothal","Hospira"
"DB00599","Ravonal","Ravonal"
"DB00599","Thiopen","ACI"
"DB00599","Tiopental","Richmond"
"DB00599","Trapanal","Nycomed"
"DB00600","Monobenzone","Vis"
"DB00601","Antizolid","Verisfield"
"DB00601","Linosept","Orion"
"DB00601","Linozid","Orion"
"DB00601","Lizbid","Abbott"
"DB00601","Lizemox","Molekule"
"DB00601","Lizolid","Glenmark"
"DB00601","Xolid","Corona"
"DB00601","Zenix","Hemofarm"
"DB00601","Zizolid","Biofarma"
"DB00601","Zodlin","FDC"
"DB00601","Zolinid","Teva"
"DB00601","Zyvoxid","Pfizer"
"DB00602","Ascapil","Abbott"
"DB00602","Detebencil","Roux-Ocefa"
"DB00602","Ermetin","Unipharm"
"DB00602","Gotax","Metlen"
"DB00602","Imectin","Pulse"
"DB00602","Ivectin","Aristopharma"
"DB00602","Ivera","Beximco"
"DB00602","Ivergot","Licol"
"DB00602","Ivermec","UCI"
"DB00602","Ivexterm","Valeant"
"DB00602","Ivori","Invision"
"DB00602","Kaonol","Mediderm"
"DB00602","Kilox","Bussié"
"DB00602","Maikeding","Hisun"
"DB00602","Quanox","Dermacare"
"DB00602","Revectina","Solvay"
"DB00602","Scabo","Delta"
"DB00602","Scavista","Zuventus"
"DB00602","Securo","Valeant"
"DB00602","Vermectin","Atlantic Lab"
"DB00603","Depo-subq provera 104",NA
"DB00604","Enteropride",NA
"DB00604","Kinestase",NA
"DB00604","Prepulsid","Janssen-Ortho"
"DB00604","Pridesia",NA
"DB00604","Propulsid Quicksolv","Janssen-Ortho"
"DB00606","Acquirel",NA
"DB00606","Anhydron","Lilly"
"DB00606","Doburil","Boehringer Ingelheim"
"DB00606","Fluidil",NA
"DB00606","Renazide",NA
"DB00606","Tensodiural",NA
"DB00606","Valmiran","Boehringer Ingelheim"
"DB00607","Nallpen",NA
"DB00607","Unipen",NA
"DB00608","Artrichin",NA
"DB00608","Bemaphate",NA
"DB00608","Capquin",NA
"DB00608","Malarex","Actavis"
"DB00608","Nivaquine B","Sanofi"
"DB00608","Resoquine",NA
"DB00608","Reumachlor",NA
"DB00608","Sanoquin",NA
"DB00609","Ethatyl","Sanofi"
"DB00609","Ethide","Lupin"
"DB00609","Ethiokox","Radicura"
"DB00609","Ethomid","Vesalius Pharma"
"DB00609","Etionamida","AC Farma"
"DB00609","Etomid","Macleods"
"DB00609","Eton","Umeda"
"DB00609","Etyomid","Koçak"
"DB00609","Myobid","Panacea"
"DB00609","Trecator-SC",NA
"DB00609","Tubermin","Meiji Seika Kaisha"
"DB00610","Aramine","Merck"
"DB00610","Metaramin",NA
"DB00610","Pressonex",NA
"DB00611","Butaro","Lotus Pharmaceuticals"
"DB00611","Butrum","Aristo"
"DB00612","Bisocor",NA
"DB00612","Cardicor","Bayer"
"DB00612","Concor","Merck"
"DB00612","Concore","Merck"
"DB00612","Detensiel","Merck Santé"
"DB00612","Emconcor","Merck"
"DB00612","Emcor","Merck"
"DB00612","Euradal","Lacer"
"DB00612","Isoten","Meda"
"DB00612","Monocor","Biovail Pharmaceuticals"
"DB00612","Soprol","Helsinn"
"DB00613","Basoquin",NA
"DB00613","Camoquin","Parke Davis"
"DB00613","Flavoquine",NA
"DB00614","Dependal-M","GlaxoSmithKline"
"DB00614","Furoxone","Roberts Laboratories"
"DB00615","Ansatipin","Pfizer"
"DB00615","Ansatipine","SERB"
"DB00615","Ributin","Lupin"
"DB00617","Paradione",NA
"DB00618","Declostatin",NA
"DB00618","Ledermycin","Takeda"
"DB00619","Celonib","Celon"
"DB00619","Enliven","Orion"
"DB00619","Imatib","Grey Inversiones"
"DB00619","Mesylonib","Miracalus"
"DB00619","Mitinab","Glenmark"
"DB00619","Plivatinib","Pliva"
"DB00619","Shantinib","Shantha"
"DB00620","Delphicort",NA
"DB00620","Flutex",NA
"DB00620","Kenacort",NA
"DB00620","Omcilon-A",NA
"DB00620","Oracort",NA
"DB00620","Tri-Nasal",NA
"DB00620","Triacet",NA
"DB00620","Triacort",NA
"DB00620","Triaderm",NA
"DB00620","Tricortone",NA
"DB00620","Trilone",NA
"DB00620","Tristoject",NA
"DB00621","Anavar","Pfizer Inc."
"DB00621","Xtendrol","Atlantis"
"DB00623","Anatensol","Bristol-Myers Squibb"
"DB00623","Dapotum D",NA
"DB00623","Fludecasin","Tanabe Mitsubishi Pharma"
"DB00623","Fludecate","Rafa"
"DB00623","Flumezin","Tanabe Mitsubishi Pharma"
"DB00623","Funazine","Johnson"
"DB00623","Lyogen","Lundbeck"
"DB00623","Lyogen Depot","Lundbeck"
"DB00623","Lyogen Retard","Lundbeck"
"DB00623","Metoten","Hemofarm"
"DB00623","Modecate","Bristol-Myers Squibb"
"DB00623","Moditen","Bristol-Myers Squibb"
"DB00623","Moditen Depo","Krka"
"DB00623","Permitil",NA
"DB00624","Andronate 100",NA
"DB00624","Andronate 200",NA
"DB00624","Andropatch","GlaxoSmithKline"
"DB00624","Andropository 200",NA
"DB00624","Andryl 200",NA
"DB00624","Bio-T-Gel","BioSante Pharmaceuticals, Inc. and Teva Pharmaceuticals USA, Inc."
"DB00624","Nebido","Bayer"
"DB00624","Sustanon","Organon"
"DB00624","Synandrol F",NA
"DB00624","Testamone 100",NA
"DB00624","Testaqua IM",NA
"DB00624","Testoderm",NA
"DB00624","Testoderm TTS",NA
"DB00624","Testogel","Bayer"
"DB00624","Testolin",NA
"DB00624","Testopatch","Pierre Fabre"
"DB00624","Testopel Pellets",NA
"DB00624","Testrin-P.A",NA
"DB00624","Testro AQ",NA
"DB00624","Virormone","Nordic Pharma"
"DB00625","E.F.","McNeil & Argus"
"DB00625","Efavir","Cipla"
"DB00625","Efcure","Emcure Pharmaceuticals"
"DB00625","Efferven","Ranbaxy Laboratories"
"DB00625","Estiva","Hetero"
"DB00625","Evirenz","Alkem Laboratories"
"DB00625","Viranz","Aurobindo Pharma"
"DB00626","Baciguent","Upjohn"
"DB00628","Anksen","Sanovel"
"DB00628","Calner","Medipharm"
"DB00628","Cloranxen","Teva"
"DB00628","Clorazepatum","sanofi-aventis"
"DB00628","Clozene","Weidar"
"DB00628","Dipot","Asian"
"DB00628","Flulium","Pharmasant"
"DB00628","Gen-xene","Alra"
"DB00628","Justum","Sandoz"
"DB00628","Manotran","March"
"DB00628","Medipax","Tecnifar"
"DB00628","Mendon","Abbott Japan"
"DB00628","Polizep","Polipharm"
"DB00628","Tencilan","Finadiet"
"DB00628","Trancap","T P Drug"
"DB00628","Transene","sanofi-aventis"
"DB00628","Tranxen","sanofi-aventis"
"DB00628","Tranxène","sanofi-aventis"
"DB00628","Tranxene","Lundbeck"
"DB00628","Tranxilene","sanofi-aventis"
"DB00628","Tranxilium","sanofi-aventis"
"DB00628","Zetran-5","Masa Lab"
"DB00629","Lisapres","Libbs"
"DB00629","Rexitene","L.P.B."
"DB00629","Wytens","Alfresa Pharma"
"DB00629","Wytensin","Wyeth"
"DB00630","Alenotop","Pliva"
"DB00630","Alned","Laboratorios Belmac"
"DB00630","Arendal","Ivax"
"DB00630","Beenos","Gedeon Richter"
"DB00630","Berlex","Duncan"
"DB00630","Denfos","Biofarma"
"DB00630","Densidron","Mepha"
"DB00630","Dronat","Farmavita"
"DB00630","Durost","Perumed"
"DB00630","Fixopan","Grupo Farma"
"DB00630","Forosa","Kemofarmacija"
"DB00630","Fosagen","Aspen Pharmacare"
"DB00630","Fosalen","Teriak"
"DB00630","Fosmin","Hospimedikka"
"DB00630","Fostolin","Actavis"
"DB00630","Fosval","Saval"
"DB00630","Huesobone","Farmaceutica Latina"
"DB00630","Lendrate","Actavis"
"DB00630","Oseolen","Intipharma"
"DB00630","Ostemax","Polpharma"
"DB00631","Clofazic","Raffo"
"DB00632","Blistex","DDD"
"DB00632","Erazaban","Healthcare"
"DB00632","Healip","Aco Hud"
"DB00632","Lafrost","Incepta"
"DB00633","Dexdor","Orion"
"DB00633","Dexem","Themis Medicare"
"DB00634","Acetopt","Sigma Pharma"
"DB00634","Albucid","Allergan"
"DB00634","Anginamide","Medgenix"
"DB00634","Antebor","Kela"
"DB00634","Apisulfa","Amman"
"DB00634","Blef-10","Allergan"
"DB00634","Bleph","Allergan"
"DB00634","Cetazin","Sigmapharm"
"DB00634","Oftasul","Dr. Collado"
"DB00634","Optal","Olan-Kemed"
"DB00634","Riacetamid","Riyadh Pharma"
"DB00634","Sulfacil","Farmak"
"DB00634","Sulphacalyre","Wallace"
"DB00634","Unisulf","Roster"
"DB00635","Delta-Cortef","Upjohn"
"DB00635","Meticorten",NA
"DB00635","Orasone",NA
"DB00636","Alufibrate","The Central"
"DB00636","Atromid-S",NA
"DB00636","Binograc","Kotobuki Seiyaku"
"DB00636","Clobrate","Johnson"
"DB00636","ELPI",NA
"DB00636","Hisunsero","Newai Chem"
"DB00636","Koliva","Golden Horse"
"DB00636","Lipofacton",NA
"DB00636","Myanlin","Sinton"
"DB00637","Acemiz","Lupin"
"DB00637","Alerkin","Incobra"
"DB00637","Astemison",NA
"DB00637","Astesen","Senosiain"
"DB00637","Hismanal","Janssen"
"DB00637","Histalong","Biofarma"
"DB00637","Lergibrumizol","Bruluart"
"DB00637","Stemiz","Cadila HC"
"DB00638","Inulin from Jerusalem artichokes",NA
"DB00638","Inulin USP 27",NA
"DB00639","Femstat","Bayer"
"DB00639","Femstat 3","Bayer"
"DB00639","Gynazol","Gedeon Richter"
"DB00639","Gynazole","OM"
"DB00639","Gynofort","Gedeon Richter"
"DB00639","Gynomyk","Will"
"DB00639","Inulead","Fuji Yakuhin"
"DB00639","Mycelex-3","Bayer"
"DB00639","Volusol","Farmindustria"
"DB00640","Adenocor","Sanofi-Aventis"
"DB00640","Adenoject","Sun"
"DB00640","Adenoz","Celon"
"DB00640","Adenozer","Purzer"
"DB00640","Adesin","Dae Han New Pharm"
"DB00640","Adrekar","Sanofi-Aventis"
"DB00640","Atépadène","Mayoly-Spindler"
"DB00640","Cardimax","AC Farma"
"DB00640","Cardiovert","Sanofi-Aventis"
"DB00640","Krenosin","Sanofi-Aventis"
"DB00640","Osiden","Square"
"DB00640","Pisdeno","Pisa"
"DB00641","Cholestat","Kalbe"
"DB00641","Colemin","Biohorm"
"DB00641","Labistatin","Sandoz"
"DB00641","Lipex","Merck Sharp & Dohme"
"DB00641","Lodales","Sanofi-Aventis"
"DB00641","Medipo","Mediolanum Farmaceutici"
"DB00641","Nivelipol","Temis-Lostalo"
"DB00641","Simovil","Merck Sharp & Dohme"
"DB00641","Sinvacor","Merck Sharp & Dohme"
"DB00641","Sivastin","Sigma-Tau"
"DB00641","Sivatin","Rowex"
"DB00641","Sivinar","Anfarm"
"DB00641","Sorfox","Galex"
"DB00641","Sotovastin","Bros"
"DB00641","Starezin","Leovan Pharmaceuticals"
"DB00641","Starstat","Lupin"
"DB00641","Starzoko","Daewoong"
"DB00641","Stasiva","Pharmanel"
"DB00641","Statex","Pliva"
"DB00641","Staticor","Darnitsa"
